,SOURCE,TARGET,RATE
4750,12,2401,1
4751,12,7575,1
4752,12,82,1
4753,12,649,1
4754,12,2396,1
4755,12,1535,1
4756,12,1873,1
4757,12,280,1
4758,12,1331,1
4759,12,34,1
4760,12,397,1
4761,12,241,1
4762,12,1360,1
4763,12,7585,1
4764,12,118,1
4765,12,1043,1
4766,12,459,1
4767,12,49,1
4768,12,3297,1
4769,12,1553,1
4770,12,3293,1
4771,12,1322,1
4772,12,128,1
4773,12,287,1
4774,12,335,1
4775,12,1184,1
4776,12,822,1
4777,12,3281,1
4778,12,315,1
4779,12,1162,1
4780,12,191,1
4781,12,886,1
4782,12,156,1
4783,12,1846,1
4784,12,1061,1
4785,12,174,1
4786,12,1376,1
4787,12,395,1
4788,12,1065,1
4789,12,35,1
4790,12,1861,1
4791,12,825,1
4792,12,116,1
4793,12,1834,1
4794,12,1185,1
4795,12,1350,1
4796,12,289,1
4797,12,26,1
4798,12,97,1
4799,12,975,1
4800,12,3234,1
4801,12,172,1
4802,12,1187,1
4803,12,893,1
4804,12,3232,1
4805,12,7525,1
4806,12,33,1
4807,12,247,1
4808,12,826,-1
4809,1368,13,10
4810,68,13,10
4811,3060,13,10
4812,7337,13,10
4813,651,13,9
4814,1050,13,8
4815,21,13,8
4816,1052,13,7
4817,2386,13,5
4818,7514,13,5
4819,3119,13,5
4820,24,13,5
4821,5389,13,5
4822,1535,13,5
4823,701,13,5
4824,2275,13,5
4825,1168,13,5
4826,46,13,5
4827,177,13,5
4828,1767,13,5
4829,1534,13,4
4830,1529,13,4
4831,43,13,4
4832,133,13,4
4833,650,13,3
4834,435,13,3
4835,85,13,3
4836,965,13,3
4837,1817,13,3
4838,3075,13,3
4839,812,13,3
4840,2277,13,3
4841,2284,13,3
4842,1172,13,3
4843,1528,13,3
4844,320,13,3
4845,7397,13,3
4846,204,13,3
4847,599,13,2
4848,2320,13,2
4849,1819,13,2
4850,1813,13,2
4851,178,13,2
4852,2283,13,2
4853,2270,13,2
4854,1533,13,2
4855,697,13,2
4856,258,13,2
4857,279,13,2
4858,1531,13,2
4859,487,13,2
4860,58,13,1
4861,206,13,1
4862,1523,13,1
4863,3241,13,1
4864,1210,13,1
4865,1332,13,1
4866,3180,13,1
4867,1182,13,1
4868,1831,13,1
4869,3144,13,1
4870,1828,13,1
4871,71,13,1
4872,597,13,1
4873,1808,13,1
4874,884,13,1
4875,22,13,1
4876,1351,13,1
4877,3089,13,1
4878,1537,13,1
4879,3045,13,1
4880,1807,13,1
4881,2278,13,1
4882,3076,13,1
4883,3073,13,1
4884,952,13,1
4885,3072,13,1
4886,1812,13,1
4887,1810,13,1
4888,3061,13,1
4889,112,13,1
4890,3047,13,1
4891,3056,13,1
4892,2243,13,1
4893,3054,13,1
4894,5342,13,1
4895,1532,13,1
4896,33,13,1
4897,3051,13,1
4898,3050,13,1
4899,1335,13,1
4900,3046,13,1
4901,2268,13,1
4902,456,13,1
4903,881,13,1
4904,2267,13,1
4905,2266,13,1
4906,3041,13,1
4907,3039,13,1
4908,3037,13,1
4909,3036,13,1
4910,3038,13,1
4911,15,13,1
4912,166,13,1
4913,70,13,1
4914,75,13,1
4915,190,13,1
4916,25,13,1
4917,7403,13,1
4918,430,13,-10
4919,7517,13,-10
4920,5533,13,-10
4921,7565,13,-10
4922,13,127,8
4923,13,46,8
4924,13,21,8
4925,13,659,7
4926,13,1394,5
4927,13,651,5
4928,13,435,5
4929,13,884,5
4930,13,1052,5
4931,13,1050,5
4932,13,1168,5
4933,13,965,4
4934,13,1534,4
4935,13,1529,4
4936,13,133,4
4937,13,1817,3
4938,13,812,3
4939,13,70,3
4940,13,1533,3
4941,13,1810,3
4942,13,1532,3
4943,13,697,3
4944,13,1172,3
4945,13,320,3
4946,13,20,3
4947,13,599,2
4948,13,1819,2
4949,13,2288,2
4950,13,2277,2
4951,13,178,2
4952,13,2283,2
4953,13,2284,2
4954,13,701,2
4955,13,1049,2
4956,13,2275,2
4957,13,2243,2
4958,13,428,2
4959,13,881,2
4960,13,7580,2
4961,13,1759,2
4962,13,204,2
4963,13,417,1
4964,13,3370,1
4965,13,650,1
4966,13,2355,1
4967,13,2386,1
4968,13,1523,1
4969,13,3241,1
4970,13,3180,1
4971,13,1332,1
4972,13,1182,1
4973,13,1831,1
4974,13,3144,1
4975,13,2320,1
4976,13,2290,1
4977,13,1828,1
4978,13,71,1
4979,13,3119,1
4980,13,597,1
4981,13,1808,1
4982,13,1351,1
4983,13,3089,1
4984,13,1537,1
4985,13,5389,1
4986,13,3075,1
4987,13,1813,1
4988,13,3045,1
4989,13,1807,1
4990,13,2278,1
4991,13,3076,1
4992,13,95,1
4993,13,3073,1
4994,13,2270,1
4995,13,952,1
4996,13,3072,1
4997,13,1535,1
4998,13,2279,1
4999,13,5446,1
5000,13,1210,1
5001,13,1812,1
5002,13,3060,1
5003,13,3061,1
5004,13,112,1
5005,13,3047,1
5006,13,3056,1
5007,13,3054,1
5008,13,33,1
5009,13,3051,1
5010,13,3050,1
5011,13,1335,1
5012,13,3046,1
5013,13,258,1
5014,13,2268,1
5015,13,1531,1
5016,13,456,1
5017,13,2267,1
5018,13,2266,1
5019,13,3041,1
5020,13,3039,1
5021,13,1528,1
5022,13,3037,1
5023,13,3036,1
5024,13,3038,1
5025,13,75,1
5026,13,25,1
5027,13,1767,1
5028,13,7403,1
5029,13,1497,1
5030,13,7397,1
5031,13,430,-1
5032,13,517,-1
5033,13,7549,-1
5034,13,7478,-10
5035,13,7550,-10
5036,13,7514,-10
5037,13,7429,-10
5038,13,68,-10
5039,13,7603,-10
5040,13,7565,-10
5041,13,487,-10
5042,796,14,10
5043,1024,14,10
5044,7603,14,10
5045,63,14,8
5046,159,14,8
5047,20,14,8
5048,22,14,8
5049,24,14,6
5050,392,14,5
5051,16,14,5
5052,176,14,5
5053,1027,14,5
5054,361,14,5
5055,38,14,5
5056,47,14,5
5057,1128,14,5
5058,197,14,5
5059,1289,14,5
5060,97,14,4
5061,77,14,4
5062,1481,14,4
5063,42,14,4
5064,588,14,4
5065,27,14,3
5066,693,14,3
5067,689,14,3
5068,304,14,3
5069,402,14,3
5070,17,14,3
5071,211,14,3
5072,548,14,3
5073,31,14,3
5074,484,14,3
5075,107,14,3
5076,277,14,3
5077,67,14,3
5078,40,14,3
5079,51,14,3
5080,944,14,3
5081,518,14,2
5082,443,14,2
5083,871,14,2
5084,100,14,2
5085,146,14,2
5086,1730,14,2
5087,1290,14,2
5088,1288,14,2
5089,33,14,2
5090,316,14,2
5091,482,14,2
5092,7565,14,2
5093,1333,14,1
5094,1158,14,1
5095,545,14,1
5096,177,14,1
5097,2825,14,1
5098,50,14,1
5099,60,14,1
5100,2818,14,1
5101,142,14,1
5102,2157,14,1
5103,2148,14,1
5104,542,14,1
5105,1293,14,1
5106,1737,14,1
5107,1025,14,1
5108,1482,14,1
5109,113,14,1
5110,1483,14,1
5111,1137,14,1
5112,1734,14,1
5113,1724,14,1
5114,1256,14,1
5115,586,14,1
5116,664,14,1
5117,65,14,1
5118,75,14,1
5119,2146,14,1
5120,2144,14,1
5121,37,14,1
5122,2124,14,1
5123,2142,14,1
5124,2804,14,1
5125,945,14,1
5126,2138,14,1
5127,2136,14,1
5128,1139,14,1
5129,939,14,1
5130,2796,14,1
5131,2135,14,1
5132,1731,14,1
5133,122,14,1
5134,35,14,-1
5135,15,14,-10
5136,14,63,9
5137,14,20,8
5138,14,518,8
5139,14,796,6
5140,14,392,5
5141,14,267,5
5142,14,16,5
5143,14,361,5
5144,14,47,5
5145,14,24,5
5146,14,97,4
5147,14,27,3
5148,14,548,3
5149,14,31,3
5150,14,443,3
5151,14,60,3
5152,14,107,3
5153,14,77,3
5154,14,65,3
5155,14,22,3
5156,14,40,3
5157,14,51,3
5158,14,944,3
5159,14,484,2
5160,14,50,2
5161,14,100,2
5162,14,146,2
5163,14,1128,2
5164,14,1730,2
5165,14,197,2
5166,14,1481,2
5167,14,1290,2
5168,14,33,2
5169,14,1289,2
5170,14,316,2
5171,14,482,2
5172,14,588,2
5173,14,1333,1
5174,14,1158,1
5175,14,268,1
5176,14,177,1
5177,14,1027,1
5178,14,2825,1
5179,14,2818,1
5180,14,142,1
5181,14,871,1
5182,14,277,1
5183,14,2157,1
5184,14,38,1
5185,14,2148,1
5186,14,542,1
5187,14,1293,1
5188,14,1737,1
5189,14,1025,1
5190,14,4057,1
5191,14,2813,1
5192,14,1482,1
5193,14,113,1
5194,14,1483,1
5195,14,545,1
5196,14,67,1
5197,14,1024,1
5198,14,1137,1
5199,14,1734,1
5200,14,2812,1
5201,14,1724,1
5202,14,1256,1
5203,14,586,1
5204,14,664,1
5205,14,75,1
5206,14,2146,1
5207,14,2144,1
5208,14,407,1
5209,14,2124,1
5210,14,37,1
5211,14,2142,1
5212,14,2804,1
5213,14,945,1
5214,14,42,1
5215,14,1288,1
5216,14,2138,1
5217,14,2136,1
5218,14,1139,1
5219,14,939,1
5220,14,2796,1
5221,14,2134,1
5222,14,2135,1
5223,14,1731,1
5224,14,7565,1
5225,14,122,1
5226,14,15,-10
5227,104,15,10
5228,427,15,10
5229,2336,15,8
5230,7335,15,7
5231,352,15,7
5232,98,15,6
5233,64,15,6
5234,20,15,6
5235,246,15,5
5236,86,15,5
5237,233,15,5
5238,1873,15,5
5239,953,15,5
5240,196,15,5
5241,24,15,5
5242,35,15,5
5243,17,15,5
5244,681,15,5
5245,605,15,4
5246,114,15,4
5247,281,15,4
5248,192,15,4
5249,126,15,4
5250,279,15,4
5251,3447,15,3
5252,766,15,3
5253,1074,15,3
5254,558,15,3
5255,1596,15,3
5256,1894,15,3
5257,376,15,3
5258,498,15,3
5259,269,15,3
5260,698,15,3
5261,3096,15,3
5262,159,15,3
5263,190,15,3
5264,949,15,3
5265,37,15,3
5266,70,15,3
5267,67,15,3
5268,155,15,3
5269,2436,15,2
5270,1396,15,2
5271,3410,15,2
5272,1590,15,2
5273,7161,15,2
5274,378,15,2
5275,984,15,2
5276,180,15,2
5277,186,15,2
5278,499,15,2
5279,832,15,2
5280,2293,15,2
5281,1386,15,2
5282,900,15,2
5283,375,15,2
5284,164,15,2
5285,966,15,2
5286,2289,15,2
5287,530,15,2
5288,958,15,2
5289,1351,15,2
5290,22,15,2
5291,1134,15,2
5292,272,15,2
5293,91,15,2
5294,133,15,2
5295,304,15,2
5296,264,15,2
5297,48,15,2
5298,2434,15,1
5299,906,15,1
5300,1906,15,1
5301,905,15,1
5302,2426,15,1
5303,1895,15,1
5304,491,15,1
5305,651,15,1
5306,58,15,1
5307,19,15,1
5308,374,15,1
5309,2417,15,1
5310,96,15,1
5311,7087,15,1
5312,3372,15,1
5313,7063,15,1
5314,94,15,1
5315,88,15,1
5316,87,15,1
5317,2090,15,1
5318,824,15,1
5319,165,15,1
5320,1162,15,1
5321,3120,15,1
5322,967,15,1
5323,122,15,1
5324,438,15,1
5325,51,15,1
5326,29,15,1
5327,75,15,1
5328,274,15,1
5329,211,15,1
5330,40,15,1
5331,137,15,1
5332,1471,15,1
5333,853,15,1
5334,33,15,1
5335,682,15,1
5336,7386,15,-1
5337,85,15,-1
5338,1921,15,-1
5339,188,15,-1
5340,5342,15,-2
5341,145,15,-2
5342,47,15,-10
5343,7518,15,-10
5344,15,352,10
5345,15,94,10
5346,15,233,5
5347,15,86,5
5348,15,64,5
5349,15,98,5
5350,15,35,5
5351,15,953,4
5352,15,114,4
5353,15,126,4
5354,15,192,4
5355,15,104,4
5356,15,605,3
5357,15,337,3
5358,15,2336,3
5359,15,498,3
5360,15,1894,3
5361,15,1386,2
5362,15,2436,2
5363,15,897,2
5364,15,1202,2
5365,15,766,2
5366,15,1074,2
5367,15,1590,2
5368,15,1596,2
5369,15,281,2
5370,15,558,2
5371,15,230,2
5372,15,96,2
5373,15,376,2
5374,15,87,2
5375,15,164,2
5376,15,958,2
5377,15,272,2
5378,15,91,2
5379,15,48,2
5380,15,137,2
5381,15,3451,1
5382,15,2437,1
5383,15,3443,1
5384,15,3448,1
5385,15,1396,1
5386,15,3447,1
5387,15,2287,1
5388,15,7325,1
5389,15,2434,1
5390,15,2433,1
5391,15,3442,1
5392,15,3382,1
5393,15,3439,1
5394,15,2432,1
5395,15,1075,1
5396,15,1390,1
5397,15,1599,1
5398,15,1906,1
5399,15,3438,1
5400,15,2422,1
5401,15,604,1
5402,15,906,1
5403,15,2431,1
5404,15,902,1
5405,15,1905,1
5406,15,3437,1
5407,15,653,1
5408,15,179,1
5409,15,3434,1
5410,15,7310,1
5411,15,3433,1
5412,15,269,1
5413,15,2289,1
5414,15,530,1
5415,15,1134,1
5416,15,88,1
5417,15,234,1
5418,15,95,1
5419,15,698,1
5420,15,159,1
5421,15,438,1
5422,15,20,1
5423,15,37,1
5424,15,70,1
5425,15,67,1
5426,15,681,1
5427,15,40,1
5428,15,155,1
5429,15,3410,1
5430,15,3430,1
5431,15,3431,1
5432,15,1208,1
5433,15,1904,1
5434,15,3427,1
5435,15,2428,1
5436,15,1903,1
5437,15,6921,1
5438,15,3091,1
5439,15,3286,1
5440,15,7369,1
5441,15,764,1
5442,15,905,1
5443,15,2312,1
5444,15,1393,1
5445,15,2426,1
5446,15,3407,1
5447,15,2293,1
5448,15,1205,1
5449,15,651,1
5450,15,358,1
5451,15,7161,1
5452,15,984,1
5453,15,186,1
5454,15,832,1
5455,15,2417,1
5456,15,2633,1
5457,15,1895,1
5458,15,900,1
5459,15,1070,1
5460,15,1387,1
5461,15,375,1
5462,15,1385,1
5463,15,2828,1
5464,15,427,1
5465,15,279,1
5466,15,824,1
5467,15,1891,1
5468,15,1873,1
5469,15,165,1
5470,15,1162,1
5471,15,3120,1
5472,15,1351,1
5473,15,967,1
5474,15,518,1
5475,15,767,1
5476,15,122,1
5477,15,24,1
5478,15,190,1
5479,15,354,1
5480,15,17,1
5481,15,196,1
5482,15,51,1
5483,15,29,1
5484,15,75,1
5485,15,274,1
5486,15,211,1
5487,15,1471,1
5488,15,853,1
5489,15,33,1
5490,15,682,1
5491,15,7335,-1
5492,15,7330,-1
5493,15,7321,-1
5494,15,3372,-1
5495,15,7312,-1
5496,15,3428,-1
5497,15,400,-1
5498,15,19,-1
5499,15,47,-1
5500,15,85,-1
5501,15,7368,-1
5502,15,801,-1
5503,15,7366,-1
5504,15,7560,-1
5505,15,7393,-1
5506,15,55,-1
5507,15,185,-1
5508,15,3369,-1
5509,15,80,-1
5510,15,7552,-1
5511,15,1249,-1
5512,15,374,-1
5513,15,7415,-1
5514,15,491,-1
5515,15,7400,-1
5516,15,7580,-1
5517,15,7603,-1
5518,15,369,-3
5519,15,7379,-3
5520,15,7577,-3
5521,15,200,-10
5522,15,31,-10
5523,15,469,-10
5524,15,7562,-10
5525,15,113,-10
5526,15,267,-10
5527,15,7518,-10
5528,15,5342,-10
5529,15,1921,-10
5530,15,176,-10
5531,15,188,-10
5532,15,145,-10
5533,2445,16,10
5534,109,16,8
5535,37,16,8
5536,1174,16,7
5537,7596,16,6
5538,75,16,6
5539,149,16,6
5540,63,16,6
5541,567,16,5
5542,503,16,5
5543,199,16,4
5544,107,16,4
5545,779,16,4
5546,442,16,4
5547,100,16,4
5548,993,16,4
5549,655,16,4
5550,1664,16,3
5551,449,16,3
5552,121,16,3
5553,353,16,3
5554,1091,16,3
5555,42,16,3
5556,565,16,3
5557,470,16,3
5558,44,16,3
5559,23,16,3
5560,419,16,3
5561,981,16,2
5562,509,16,2
5563,2257,16,2
5564,265,16,2
5565,392,16,2
5566,177,16,2
5567,54,16,2
5568,7587,16,2
5569,101,16,2
5570,2003,16,2
5571,781,16,2
5572,1983,16,2
5573,367,16,2
5574,1640,16,2
5575,341,16,2
5576,40,16,2
5577,148,16,2
5578,7552,16,2
5579,7550,16,2
5580,1925,16,2
5581,72,16,2
5582,138,16,2
5583,771,16,2
5584,145,16,2
5585,164,16,1
5586,34,16,1
5587,3194,16,1
5588,2340,16,1
5589,1459,16,1
5590,70,16,1
5591,25,16,1
5592,30,16,1
5593,1322,16,1
5594,2954,16,1
5595,2206,16,1
5596,2950,16,1
5597,2944,16,1
5598,2930,16,1
5599,1326,16,1
5600,60,16,1
5601,219,16,1
5602,21,16,1
5603,926,16,1
5604,1010,16,1
5605,2001,16,1
5606,2565,16,1
5607,2556,16,1
5608,88,16,1
5609,45,16,1
5610,226,16,1
5611,187,16,1
5612,223,16,1
5613,65,16,1
5614,850,16,1
5615,154,16,1
5616,537,16,1
5617,7582,16,1
5618,3516,16,1
5619,250,16,1
5620,1093,16,1
5621,1409,16,1
5622,1222,16,1
5623,1090,16,1
5624,298,16,1
5625,534,16,1
5626,1922,16,1
5627,1610,16,1
5628,270,16,1
5629,1083,16,1
5630,1917,16,1
5631,237,16,1
5632,710,16,1
5633,1914,16,1
5634,1212,16,1
5635,842,16,1
5636,711,16,1
5637,1910,16,1
5638,768,16,1
5639,16,109,8
5640,16,37,7
5641,16,199,6
5642,16,311,6
5643,16,149,6
5644,16,63,6
5645,16,567,5
5646,16,23,5
5647,16,134,4
5648,16,1174,4
5649,16,107,4
5650,16,101,4
5651,16,54,4
5652,16,779,4
5653,16,75,4
5654,16,442,4
5655,16,7552,4
5656,16,993,4
5657,16,655,4
5658,16,711,4
5659,16,164,3
5660,16,1407,3
5661,16,21,3
5662,16,1286,3
5663,16,1664,3
5664,16,121,3
5665,16,65,3
5666,16,353,3
5667,16,40,3
5668,16,100,3
5669,16,1091,3
5670,16,42,3
5671,16,565,3
5672,16,470,3
5673,16,44,3
5674,16,419,3
5675,16,981,2
5676,16,171,2
5677,16,509,2
5678,16,2257,2
5679,16,60,2
5680,16,392,2
5681,16,177,2
5682,16,7596,2
5683,16,2003,2
5684,16,781,2
5685,16,1983,2
5686,16,367,2
5687,16,1640,2
5688,16,148,2
5689,16,3516,2
5690,16,7550,2
5691,16,270,2
5692,16,1925,2
5693,16,72,2
5694,16,771,2
5695,16,503,2
5696,16,145,2
5697,16,34,1
5698,16,3194,1
5699,16,2340,1
5700,16,1459,1
5701,16,70,1
5702,16,25,1
5703,16,30,1
5704,16,1322,1
5705,16,2954,1
5706,16,2206,1
5707,16,2950,1
5708,16,2944,1
5709,16,2077,1
5710,16,265,1
5711,16,2930,1
5712,16,1427,1
5713,16,1326,1
5714,16,219,1
5715,16,926,1
5716,16,1010,1
5717,16,406,1
5718,16,449,1
5719,16,2001,1
5720,16,2565,1
5721,16,2556,1
5722,16,88,1
5723,16,45,1
5724,16,226,1
5725,16,187,1
5726,16,223,1
5727,16,341,1
5728,16,850,1
5729,16,154,1
5730,16,537,1
5731,16,7582,1
5732,16,250,1
5733,16,1093,1
5734,16,1409,1
5735,16,1222,1
5736,16,1090,1
5737,16,298,1
5738,16,534,1
5739,16,1922,1
5740,16,1610,1
5741,16,1083,1
5742,16,1917,1
5743,16,138,1
5744,16,237,1
5745,16,710,1
5746,16,607,1
5747,16,2445,1
5748,16,1914,1
5749,16,1212,1
5750,16,842,1
5751,16,1910,1
5752,16,768,1
5753,16,7438,-1
5754,16,80,-2
5755,16,7587,-10
5756,159,17,9
5757,7603,17,7
5758,26,17,6
5759,60,17,5
5760,197,17,5
5761,47,17,5
5762,728,17,5
5763,22,17,5
5764,20,17,4
5765,1300,17,4
5766,451,17,3
5767,807,17,3
5768,1746,17,3
5769,1735,17,3
5770,98,17,3
5771,21,17,3
5772,2125,17,3
5773,97,17,3
5774,75,17,3
5775,212,17,3
5776,544,17,3
5777,42,17,3
5778,287,17,2
5779,639,17,2
5780,350,17,2
5781,176,17,2
5782,63,17,2
5783,7410,17,2
5784,306,17,2
5785,156,17,2
5786,549,17,2
5787,798,17,2
5788,1304,17,2
5789,203,17,2
5790,40,17,2
5791,193,17,2
5792,113,17,2
5793,51,17,2
5794,107,17,2
5795,135,17,2
5796,942,17,2
5797,55,17,2
5798,344,17,2
5799,48,17,2
5800,660,17,2
5801,79,17,2
5802,934,17,2
5803,1785,17,1
5804,166,17,1
5805,411,17,1
5806,88,17,1
5807,265,17,1
5808,284,17,1
5809,38,17,1
5810,2206,17,1
5811,7403,17,1
5812,31,17,1
5813,5140,17,1
5814,67,17,1
5815,946,17,1
5816,255,17,1
5817,1282,17,1
5818,39,17,1
5819,1305,17,1
5820,1490,17,1
5821,362,17,1
5822,1489,17,1
5823,686,17,1
5824,799,17,1
5825,70,17,1
5826,2821,17,1
5827,277,17,1
5828,142,17,1
5829,65,17,1
5830,2143,17,1
5831,1732,17,1
5832,78,17,1
5833,360,17,1
5834,871,17,1
5835,315,17,1
5836,122,17,1
5837,188,17,1
5838,211,17,1
5839,219,17,1
5840,681,17,1
5841,1471,17,1
5842,2738,17,1
5843,66,17,1
5844,137,17,1
5845,145,17,1
5846,622,17,1
5847,542,17,1
5848,140,17,1
5849,355,17,1
5850,2105,17,1
5851,77,17,1
5852,1989,17,1
5853,580,17,1
5854,680,17,1
5855,1691,17,1
5856,516,17,1
5857,1497,17,-1
5858,17,159,6
5859,17,20,6
5860,17,176,5
5861,17,113,5
5862,17,26,5
5863,17,47,5
5864,17,145,5
5865,17,39,4
5866,17,272,4
5867,17,101,4
5868,17,1300,4
5869,17,60,4
5870,17,55,4
5871,17,451,3
5872,17,284,3
5873,17,521,3
5874,17,549,3
5875,17,38,3
5876,17,483,3
5877,17,40,3
5878,17,1735,3
5879,17,65,3
5880,17,21,3
5881,17,66,3
5882,17,544,3
5883,17,75,3
5884,17,287,2
5885,17,639,2
5886,17,350,2
5887,17,807,2
5888,17,63,2
5889,17,1497,2
5890,17,31,2
5891,17,156,2
5892,17,1305,2
5893,17,1746,2
5894,17,1304,2
5895,17,203,2
5896,17,197,2
5897,17,193,2
5898,17,98,2
5899,17,51,2
5900,17,107,2
5901,17,135,2
5902,17,942,2
5903,17,211,2
5904,17,728,2
5905,17,2125,2
5906,17,22,2
5907,17,344,2
5908,17,48,2
5909,17,79,2
5910,17,140,2
5911,17,42,2
5912,17,97,2
5913,17,680,2
5914,17,934,2
5915,17,748,1
5916,17,1785,1
5917,17,166,1
5918,17,411,1
5919,17,265,1
5920,17,306,1
5921,17,2206,1
5922,17,5140,1
5923,17,67,1
5924,17,946,1
5925,17,255,1
5926,17,1282,1
5927,17,362,1
5928,17,1490,1
5929,17,1489,1
5930,17,686,1
5931,17,799,1
5932,17,133,1
5933,17,70,1
5934,17,2821,1
5935,17,277,1
5936,17,142,1
5937,17,2143,1
5938,17,1732,1
5939,17,2797,1
5940,17,78,1
5941,17,360,1
5942,17,871,1
5943,17,315,1
5944,17,122,1
5945,17,188,1
5946,17,219,1
5947,17,681,1
5948,17,1471,1
5949,17,212,1
5950,17,2738,1
5951,17,137,1
5952,17,622,1
5953,17,542,1
5954,17,660,1
5955,17,355,1
5956,17,77,1
5957,17,580,1
5958,17,1691,1
5959,17,516,1
5960,17,7410,-10
5961,243,18,10
5962,57,18,9
5963,872,18,9
5964,1170,18,8
5965,594,18,8
5966,860,18,8
5967,74,18,7
5968,1306,18,7
5969,7603,18,7
5970,7565,18,6
5971,1525,18,5
5972,220,18,5
5973,455,18,5
5974,690,18,5
5975,868,18,5
5976,1130,18,5
5977,91,18,4
5978,2199,18,4
5979,346,18,4
5980,72,18,4
5981,194,18,3
5982,1800,18,3
5983,2228,18,3
5984,256,18,3
5985,1442,18,3
5986,866,18,2
5987,1703,18,2
5988,1564,18,2
5989,1526,18,2
5990,945,18,2
5991,1164,18,2
5992,260,18,2
5993,2200,18,2
5994,2139,18,2
5995,38,18,2
5996,2803,18,2
5997,543,18,2
5998,736,18,2
5999,384,18,2
6000,7372,18,2
6001,630,18,2
6002,733,18,2
6003,386,18,2
6004,437,18,2
6005,2091,18,1
6006,1271,18,1
6007,2693,18,1
6008,729,18,1
6009,2086,18,1
6010,79,18,1
6011,151,18,1
6012,454,18,1
6013,3053,18,1
6014,954,18,1
6015,2961,18,1
6016,874,18,1
6017,1305,18,1
6018,160,18,1
6019,117,18,1
6020,2690,18,1
6021,121,18,1
6022,2118,18,1
6023,40,18,1
6024,50,18,1
6025,1284,18,1
6026,613,18,1
6027,2758,18,1
6028,542,18,1
6029,2097,18,1
6030,1477,18,1
6031,26,18,1
6032,154,18,1
6033,274,18,1
6034,33,18,1
6035,2106,18,1
6036,2710,18,1
6037,18,243,10
6038,18,74,10
6039,18,294,10
6040,18,57,9
6041,18,160,9
6042,18,91,8
6043,18,860,8
6044,18,1170,5
6045,18,594,5
6046,18,220,5
6047,18,1306,5
6048,18,455,5
6049,18,690,5
6050,18,872,5
6051,18,7565,5
6052,18,868,5
6053,18,346,4
6054,18,194,3
6055,18,1564,3
6056,18,1800,3
6057,18,72,3
6058,18,1130,3
6059,18,729,2
6060,18,1703,2
6061,18,945,2
6062,18,1164,2
6063,18,2228,2
6064,18,260,2
6065,18,2200,2
6066,18,117,2
6067,18,256,2
6068,18,7603,2
6069,18,543,2
6070,18,736,2
6071,18,384,2
6072,18,7372,2
6073,18,1442,2
6074,18,733,2
6075,18,386,2
6076,18,2091,1
6077,18,1271,1
6078,18,2693,1
6079,18,2086,1
6080,18,866,1
6081,18,79,1
6082,18,151,1
6083,18,454,1
6084,18,1526,1
6085,18,1525,1
6086,18,3053,1
6087,18,2247,1
6088,18,954,1
6089,18,2961,1
6090,18,2199,1
6091,18,1305,1
6092,18,38,1
6093,18,2803,1
6094,18,121,1
6095,18,2690,1
6096,18,2118,1
6097,18,40,1
6098,18,50,1
6099,18,1284,1
6100,18,613,1
6101,18,2758,1
6102,18,542,1
6103,18,2097,1
6104,18,630,1
6105,18,1477,1
6106,18,26,1
6107,18,154,1
6108,18,274,1
6109,18,33,1
6110,18,2106,1
6111,18,2710,1
6112,18,437,1
6113,34,19,10
6114,292,19,8
6115,49,19,8
6116,207,19,7
6117,30,19,6
6118,93,19,6
6119,321,19,5
6120,29,19,5
6121,24,19,5
6122,335,19,5
6123,708,19,4
6124,85,19,4
6125,33,19,4
6126,31,19,4
6127,288,19,4
6128,36,19,4
6129,73,19,3
6130,88,19,3
6131,22,19,3
6132,110,19,3
6133,1374,19,3
6134,757,19,3
6135,32,19,3
6136,118,19,3
6137,116,19,3
6138,95,19,3
6139,82,19,2
6140,53,19,2
6141,1368,19,2
6142,43,19,2
6143,3364,19,2
6144,164,19,2
6145,650,19,2
6146,241,19,2
6147,125,19,2
6148,191,19,2
6149,1578,19,2
6150,3254,19,2
6151,59,19,2
6152,262,19,2
6153,1590,19,1
6154,1392,19,1
6155,163,19,1
6156,145,19,1
6157,141,19,1
6158,245,19,1
6159,97,19,1
6160,58,19,1
6161,250,19,1
6162,1370,19,1
6163,96,19,1
6164,402,19,1
6165,7568,19,1
6166,1199,19,1
6167,647,19,1
6168,398,19,1
6169,1192,19,1
6170,1882,19,1
6171,72,19,1
6172,173,19,1
6173,7585,19,1
6174,259,19,1
6175,980,19,1
6176,551,19,1
6177,87,19,1
6178,154,19,1
6179,7391,19,1
6180,707,19,1
6181,291,19,1
6182,894,19,1
6183,158,19,1
6184,1581,19,1
6185,783,19,1
6186,666,19,1
6187,26,19,1
6188,1322,19,1
6189,128,19,1
6190,2388,19,1
6191,818,19,1
6192,197,19,1
6193,7406,19,1
6194,1031,19,1
6195,1184,19,1
6196,3185,19,1
6197,1574,19,1
6198,92,19,1
6199,86,19,-1
6200,2336,19,-5
6201,19,34,10
6202,19,49,8
6203,19,335,7
6204,19,207,6
6205,19,30,6
6206,19,93,6
6207,19,36,6
6208,19,708,5
6209,19,164,5
6210,19,321,5
6211,19,292,5
6212,19,29,5
6213,19,85,4
6214,19,32,4
6215,19,31,4
6216,19,288,4
6217,19,118,3
6218,19,302,3
6219,19,73,3
6220,19,22,3
6221,19,43,3
6222,19,24,3
6223,19,82,2
6224,19,110,2
6225,19,1368,2
6226,19,580,2
6227,19,33,2
