,0
2643,668
2644,922
2645,999
2646,1930
2647,959
2648,2309
2649,2274
2650,7539
2651,3031
2652,502
2653,1607
2654,1594
2655,3398
2656,3429
2657,3426
2658,3423
2659,2413
2660,3374
2661,7370
2662,3251
2663,3220
2664,3213
2665,2376
2666,2387
2667,3285
2668,3137
2669,957
2670,410
2671,2933
2672,2931
2673,2911
2674,2908
2675,2702
2676,2193
2677,2805
2678,765
2679,1592
2680,603
2681,662
2682,2521
2683,322
2684,1071
2685,633
2686,2170
2687,2165
2688,2684
2689,2208
2690,2864
2691,2862
2692,2855
2693,2838
2694,2066
2695,343
2696,325
2697,1738
2698,2774
2699,1811
2700,1671
2701,7556
2702,1169
2703,2299
2704,1820
2705,3408
2706,3396
2707,2394
2708,7367
2709,7502
2710,2225
2711,3381
2712,3371
2713,2673
2714,1591
2715,895
2716,3321
2717,3294
2718,3282
2719,1097
2720,1092
2721,1231
2722,1223
2723,1228
2724,1227
2725,998
2726,1217
2727,1215
2728,1211
2729,1213
2730,1216
2731,1079
2732,1081
2733,1422
2734,1418
2735,1416
2736,1414
2737,1408
2738,1412
2739,1411
2740,1410
2741,997
2742,991
2743,1403
2744,1406
2745,1220
2746,1219
2747,1096
2748,1089
2749,1609
2750,1608
2751,1614
2752,3182
2753,1439
2754,849
2755,1437
2756,2575
2757,2572
2758,1659
2759,2551
2760,2549
2761,791
2762,3212
2763,2653
2764,2631
2765,2701
2766,2216
2767,1850
2768,2993
2769,3267
2770,2895
2771,2242
2772,2406
2773,2245
2774,2717
2775,2094
2776,2527
2777,2526
2778,477
2779,1641
2780,2522
2781,2518
2782,2509
2783,2514
2784,2515
2785,2510
2786,2507
2787,1644
2788,2318
2789,671
2790,2584
2791,2568
2792,7498
2793,2325
2794,3389
2795,7481
2796,2236
2797,1039
2798,1770
2799,1026
2800,1357
2801,3094
2802,2905
2803,144
2804,1193
2805,495
2806,1377
2807,1561
2808,1888
2809,1189
2810,3262
2811,2348
2812,3152
2813,2251
2814,1761
2815,737
2816,2469
2817,2456
2818,7440
2819,1852
2820,541
2821,763
2822,2226
2823,2197
2824,2219
2825,2939
2826,2934
2827,1507
2828,2894
2829,963
2830,3115
2831,1995
2832,1913
2833,2294
2834,1969
2835,2451
2836,581
2837,1463
2838,1685
2839,2822
2840,2545
2841,2564
2842,1999
2843,1647
2844,213
2845,261
2846,808
2847,218
2848,3338
2849,839
2850,2393
2851,3277
2852,2971
2853,7340
2854,858
2855,2248
2856,864
2857,1692
2858,2639
2859,2609
2860,2574
2861,425
2862,3169
2863,2714
2864,1277
2865,2156
2866,2824
2867,2815
2868,3386
2869,1234
2870,1845
2871,2213
2872,1765
2873,2990
2874,3025
2875,837
2876,835
2877,761
2878,995
2879,2246
2880,2240
2881,1514
2882,1786
2883,2995
2884,1154
2885,2965
2886,2659
2887,1655
2888,1964
2889,996
2890,1245
2891,1682
2892,1668
2893,1527
2894,1961
2895,2264
2896,2224
2897,3248
2898,2392
2899,1841
2900,363
2901,3337
2902,1160
2903,7343
2904,1965
2905,1299
2906,2634
2907,2231
2908,2191
2909,2857
2910,1515
2911,1806
2912,3125
2913,3117
2914,2286
2915,1753
2916,595
2917,2254
2918,3022
2919,3016
2920,3003
2921,2988
2922,2946
2923,2963
2924,2958
2925,2935
2926,2679
2927,1696
2928,2924
2929,7530
2930,1557
2931,2323
2932,3333
2933,1354
2934,1604
2935,582
2936,3017
2937,7383
2938,7527
2939,180
2940,1073
2941,1207
2942,1966
2943,2618
2944,2012
2945,2611
2946,2000
2947,2566
2948,1447
2949,674
2950,1982
2951,574
2952,1014
2953,2550
2954,3239
2955,3034
2956,364
2957,573
2958,7460
2959,1330
2960,903
2961,889
2962,1391
2963,2424
2964,3384
2965,2415
2966,7332
2967,712
2968,2978
2969,2983
2970,1955
2971,2606
2972,3114
2973,2187
2974,1587
2975,2450
2976,1968
2977,1651
2978,584
2979,2636
2980,620
2981,2598
2982,1433
2983,2004
2984,2976
2985,823
2986,1855
2987,2657
2988,1559
2989,3175
2990,1062
2991,2466
2992,2732
2993,631
2994,1143
2995,1722
2996,1617
2997,1268
2998,1712
2999,667
3000,756
3001,2074
3002,2561
3003,1994
3004,1973
3005,2525
3006,1892
3007,1443
3008,1257
3009,1789
3010,2686
3011,556
3012,887
3013,1344
3014,3109
3015,1890
3016,3380
3017,1997
3018,1653
3019,1996
3020,2570
3021,2472
3022,2471
3023,2462
3024,2464
3025,1334
3026,2503
3027,1101
3028,7413
3029,1432
3030,1252
3031,1654
3032,1989
3033,2553
3034,7373
3035,7519
3036,1695
3037,1727
3038,2532
3039,913
3040,714
3041,3261
3042,1624
3043,239
3044,1464
3045,1645
3046,2076
3047,1110
3048,1958
3049,1972
3050,2642
3051,2562
3052,2535
3053,448
3054,571
3055,2524
3056,2400
3057,1181
3058,2329
3059,2380
3060,418
3061,1858
3062,1575
3063,1864
3064,3230
3065,3280
3066,3273
3067,3420
3068,1588
3069,2523
3070,1713
3071,2482
3072,1229
3073,1676
3074,2733
3075,723
3076,2736
3077,2729
3078,1122
3079,2009
3080,2069
3081,677
3082,2620
3083,1740
3084,7375
3085,1739
3086,1970
3087,2792
3088,2790
3089,2916
3090,1498
3091,1802
3092,1369
3093,2959
3094,2580
3095,2010
3096,805
3097,2194
3098,7455
3099,426
3100,2647
3101,2476
3102,282
3103,575
3104,1612
3105,1669
3106,1931
3107,2928
3108,1119
3109,2669
3110,1688
3111,1262
3112,679
3113,1121
3114,1142
3115,1206
3116,1203
3117,1595
3118,1598
3119,2435
3120,3450
3121,724
3122,387
3123,786
3124,1266
3125,2052
3126,2025
3127,2589
3128,2768
3129,481
3130,806
3131,3001
3132,2984
3133,2347
3134,3350
3135,7467
3136,2827
3137,2829
3138,1938
3139,1221
3140,7437
3141,1123
3142,1935
3143,2047
3144,2033
3145,3106
3146,3223
3147,1446
3148,2680
3149,612
3150,2045
3151,2799
3152,2785
3153,3190
3154,3334
3155,3274
3156,3172
3157,1426
3158,1444
3159,929
3160,2664
3161,1303
3162,1296
3163,2834
3164,2833
3165,2013
3166,1015
3167,2581
3168,2035
3169,616
3170,2023
3171,1934
3172,1102
3173,1953
3174,1940
3175,2583
3176,388
3177,828
3178,414
3179,1002
3180,1240
3181,2661
3182,2601
3183,2054
3184,7529
3185,3325
3186,3086
3187,3040
3188,7337
3189,1016
3190,1626
3191,2484
3192,921
3193,608
3194,1945
3195,1944
3196,1937
3197,2463
3198,1625
3199,2461
3200,1680
3201,2044
3202,3205
3203,855
3204,1991
3205,1012
3206,788
3207,2816
3208,1707
3209,2407
3210,3007
3211,1321
3212,1924
3213,1916
3214,2512
3215,782
3216,2015
3217,1438
3218,359
3219,2062
3220,2061
3221,2060
3222,2059
3223,2058
3224,2057
3225,2056
3226,2055
3227,2617
3228,2616
3229,2189
3230,3012
3231,2852
3232,465
3233,559
3234,2668
3235,2034
3236,2042
3237,3257
3238,3146
3239,3069
3240,7338
3241,560
3242,3424
3243,3399
3244,2409
3245,3128
3246,3413
3247,676
3248,2547
3249,1114
3250,2008
3251,2998
3252,2123
3253,1161
3254,2890
3255,2949
3256,2212
3257,2929
3258,7333
3259,1196
3260,3359
3261,2974
3262,1666
3263,1115
3264,2699
3265,2648
3266,2506
3267,1956
3268,2036
3269,2622
3270,797
3271,2164
3272,2130
3273,2835
3274,2832
3275,2938
3276,2956
3277,1857
3278,415
3279,829
3280,3324
3281,901
3282,1927
3283,1419
3284,2555
3285,7374
3286,831
3287,861
3288,1549
3289,3201
3290,3301
3291,2370
3292,7541
3293,2421
3294,1825
3295,2014
3296,1979
3297,1238
3298,1237
3299,2501
3300,1637
3301,2500
3302,1630
3303,2491
3304,2496
3305,927
3306,2048
3307,1971
3308,1265
3309,923
3310,1962
3311,950
3312,2979
3313,1366
3314,3326
3315,1878
3316,985
3317,1898
3318,652
3319,2538
3320,2537
3321,2546
3322,1652
3323,2480
3324,1912
3325,2937
3326,2901
3327,1980
3328,1627
3329,2082
3330,2567
3331,2569
3332,867
3333,577
3334,2603
3335,1675
3336,2560
3337,1699
3338,628
3339,2994
3340,7331
3341,1565
3342,2233
3343,1622
3344,3340
3345,3320
3346,1907
3347,794
3348,2593
3349,1985
3350,1000
3351,2345
3352,2548
3353,1679
3354,2539
3355,1978
3356,2030
3357,2658
3358,1291
3359,2899
3360,2973
3361,1341
3362,644
3363,819
3364,3216
3365,2316
3366,2529
3367,1798
3368,1633
3369,2665
3370,776
3371,2859
3372,2474
3373,2460
3374,2643
3375,2614
3376,852
3377,1639
3378,2591
3379,1260
3380,2026
3381,2755
3382,2910
3383,3252
3384,3249
3385,3243
3386,3153
3387,1543
3388,3090
3389,2590
3390,1466
3391,1281
3392,1474
3393,2040
3394,2039
3395,1435
3396,2027
3397,2681
3398,2705
3399,2753
3400,3357
3401,2154
3402,7441
3403,880
3404,1848
3405,3219
3406,3258
3407,834
3408,611
3409,2517
3410,2505
3411,2554
3412,1441
3413,1008
3414,2843
3415,2640
3416,2645
3417,2646
3418,1469
3419,789
3420,2088
3421,1710
3422,3151
3423,1747
3424,2207
3425,2882
3426,2913
3427,2831
3428,2341
3429,3110
3430,3207
3431,2343
3432,3165
3433,3160
3434,1844
3435,2425
3436,3170
3437,2423
3438,1918
3439,2452
3440,2571
3441,820
3442,2533
3443,2704
3444,2100
3445,2649
3446,2534
3447,3058
3448,1677
3449,2592
3450,930
3451,1686
3452,2612
3453,2050
3454,2112
3455,2776
3456,2719
3457,2722
3458,2721
3459,2715
3460,1701
3461,948
3462,2265
3463,3204
3464,833
3465,1687
3466,2495
3467,2478
3468,1661
3469,2579
3470,790
3471,2615
3472,1656
3473,4311
3474,731
3475,2765
3476,2860
3477,2877
3478,3005
3479,2912
3480,3067
3481,1823
3482,1183
3483,978
3484,1897
3485,3358
3486,3288
3487,3276
3488,2475
3489,2494
3490,7449
3491,1253
3492,2011
3493,928
3494,1451
3495,2072
3496,2599
3497,7414
3498,7396
3499,7409
3500,2728
3501,2641
3502,2724
3503,7453
3504,2836
3505,795
3506,1312
3507,1503
3508,2186
3509,2917
3510,1769
3511,2884
3512,2875
3513,2871
3514,2867
3515,1486
3516,2849
3517,1741
3518,2174
3519,2230
3520,811
3521,3238
3522,2339
3523,3376
3524,3240
3525,3323
3526,3188
3527,3268
3528,2420
3529,836
3530,838
3531,3021
3532,2711
3533,1960
3534,2543
3535,2703
3536,1124
3537,2629
3538,1467
3539,1585
3540,873
3541,7476
3542,3237
3543,3419
3544,3446
3545,907
3546,3097
3547,2542
3548,2573
3549,2021
3550,1126
3551,2075
3552,936
3553,1275
3554,2726
3555,2948
3556,1479
3557,2161
3558,1799
3559,2218
3560,3162
3561,3055
3562,2214
3563,1563
3564,2359
3565,1954
3566,3291
3567,2457
3568,2458
3569,1006
3570,3405
3571,2115
3572,2110
3573,2730
3574,2600
3575,2158
3576,1037
3577,7416
3578,7458
3579,2982
3580,3157
3581,3263
3582,2489
3583,2689
3584,2470
3585,2081
3586,2513
3587,2516
3588,1112
3589,2020
3590,2095
3591,2063
3592,2202
3593,3184
3594,3008
3595,3168
3596,3199
3597,3255
3598,3311
3599,1869
3600,2444
3601,2608
3602,2477
3603,1643
3604,2504
3605,2691
3606,2588
3607,2563
3608,1246
3609,1250
3610,2587
3611,2032
3612,2712
3613,2085
3614,2674
3615,1745
3616,3225
3617,2888
3618,1329
3619,1345
3620,2349
3621,2390
3622,7346
3623,1384
3624,7385
3625,1902
3626,7273
3627,1389
3628,3388
3629,2635
3630,2597
3631,2528
3632,2644
3633,1452
3634,2073
3635,1462
3636,2084
3637,2676
3638,2757
3639,2131
3640,1631
3641,3278
3642,3266
3643,1572
3644,2487
3645,2540
3646,2067
3647,1629
3648,1950
3649,1949
3650,2964
3651,1650
3652,2627
3653,2089
3654,1663
3655,1670
3656,1672
3657,1681
3658,2662
3659,2621
3660,2655
3661,1698
3662,2666
3663,2671
3664,2692
3665,2716
3666,2735
3667,1723
3668,2769
3669,2897
3670,2940
3671,2203
3672,3030
3673,3140
3674,3209
3675,3242
3676,3265
3677,3195
3678,3272
3679,3315
3680,1870
3681,3271
3682,3214
3683,3397
3684,3401
3685,3390
3686,2751
3687,1976
3688,1987
3689,2578
3690,2697
3691,2613
3692,2049
3693,2660
3694,7450
3695,3363
3696,7452
3697,2737
3698,7344
3699,2885
3700,2205
3701,2221
3702,2222
3703,7462
3704,3035
3705,2259
3706,3287
3707,2319
3708,2322
3709,2327
3710,3449
3711,3377
3712,3436
3713,3435
3714,3432
3715,3391
3716,7364
3717,2382
3718,3299
3719,3327
3720,3183
3721,2440
3722,2493
3723,2536
3724,2607
3725,2652
3726,2748
3727,2788
3728,2789
3729,2794
3730,2811
3731,2900
3732,2975
3733,3074
3734,3079
3735,3095
3736,3136
3737,3138
3738,3217
3739,3197
3740,3227
3741,3228
3742,3296
3743,3314
3744,3394
3745,7405
3746,7407
3747,7418
3748,7430
3749,7465
3750,7363
3751,7376
3752,7461
3753,7466
