user,grau
1565,2
1354,2
3017,1
1604,0
582,0
7383,0
7527,1
364,6
1073,4
1207,1
2611,1
1966,1
2618,1
2012,2
2000,2
2566,1
674,3
574,7
1982,2
1014,3
1447,0
2550,0
3239,1
3034,1
388,3
573,3
7460,0
1330,1
903,0
889,0
1391,0
2424,0
1918,5
7332,0
2978,1
2265,2
2983,1
1955,2
2069,3
2606,1
3114,1
2187,1
6786,1
6123,1
1587,0
2450,1
1968,1
584,3
620,7
2598,1
1433,4
2004,2
2636,0
2976,1
823,1
1062,3
1855,3
3175,1
2657,0
1935,3
2466,1
2732,1
1143,1
631,0
1712,1
1722,1
1617,1
1268,2
667,4
756,3
2074,2
1994,2
1973,2
2525,1
1892,1
1443,2
1257,5
1789,2
2686,0
556,2
887,5
1344,1
3109,1
1890,1
3380,1
1997,1
2462,1
1653,2
1996,1
2570,1
2471,1
2464,1
1334,1
2503,1
1101,5
7413,3
1252,3
1654,3
1432,3
2553,1
7373,8
7519,2
1695,3
1727,2
2532,1
913,3
714,2
3261,1
1624,3
239,19
1464,2
1645,1
2076,1
1958,1
1972,1
2642,1
2562,1
2535,1
448,6
571,5
1110,0
2524,1
2400,1
1181,3
2329,1
418,2
1858,0
1575,2
1864,3
3230,1
3280,1
3273,1
3420,1
1588,4
2523,1
1713,2
2482,1
1229,1
1676,2
2733,1
723,2
2736,1
2729,1
1122,3
2009,3
1740,5
7375,7
1739,1
1970,2
2792,1
2790,2
2916,1
1498,3
1802,2
1369,1
2959,1
2010,2
2194,3
805,0
1916,3
7455,1
2476,1
426,4
2647,0
282,7
575,7
1612,2
1669,2
1931,4
2928,1
1119,3
1688,3
2669,1
679,3
1121,2
1262,1
1142,2
1206,0
1203,0
1595,0
1598,0
2435,0
3450,0
387,3
2583,2
1266,1
724,0
2052,1
2025,1
2589,1
806,1
2984,1
3350,1
2347,1
7467,0
2829,1
2827,0
1938,2
1221,6
7437,0
1123,4
2047,0
3106,1
3223,1
1446,2
2680,1
612,9
2045,3
2799,1
2785,1
3190,1
3334,1
3172,2
1426,1
2202,3
1444,2
929,2
2664,1
1303,1
2834,1
1296,0
2833,1
2013,1
1015,1
2581,1
1953,1
616,6
1102,2
1940,1
2035,0
2023,0
1934,0
828,3
414,0
1002,3
1240,2
2661,1
2601,1
2054,1
7529,3
3325,1
3040,1
3086,0
1016,4
1626,2
2484,1
921,3
1944,1
1937,1
1625,4
2463,1
1945,0
2461,1
1680,1
2044,1
3205,1
855,1
1991,1
1012,5
788,1
2407,2
1707,0
3007,2
1321,0
1924,1
2512,1
782,1
1438,2
2015,0
2062,1
359,11
2060,1
2617,1
2061,1
2616,1
2059,1
2058,1
2057,1
2056,1
2055,1
2189,2
3012,1
2852,1
465,5
559,5
2668,1
2042,1
2034,1
3257,1
3146,1
3069,0
7338,0
560,0
3424,0
3399,0
2409,1
3128,0
3413,1
676,7
2547,1
1114,2
2008,2
2599,2
2998,1
2123,2
1161,4
7333,1
2890,1
2949,1
2212,2
2929,1
1196,2
3359,1
2974,1
1666,1
1115,4
2699,0
2648,1
2506,2
1956,2
2622,1
2036,0
2832,1
2164,1
2130,1
797,0
2835,0
2938,1
2956,1
1857,2
415,4
829,1
3324,1
901,0
1927,1
1419,3
2555,2
7374,4
831,1
861,1
1549,3
3201,1
3301,1
2370,2
7541,2
1825,1
2014,2
1979,0
1238,1
2501,1
2500,1
1630,3
1637,0
2491,1
2496,0
927,4
2048,2
1971,2
1265,1
923,2
1962,2
1246,2
950,1
1366,3
3326,1
1878,3
985,1
1898,0
652,1
2538,1
2537,1
2546,1
1652,2
2480,1
2901,1
1912,1
2937,1
1627,2
1980,1
2082,2
2569,1
2567,1
867,2
577,4
2603,1
1675,2
2560,1
1699,1
628,3
2994,1
7331,0
2233,1
1622,2
3340,1
3320,1
1907,1
794,0
2593,1
1985,2
2345,1
1000,1
2548,1
1679,0
2539,1
1978,3
2030,1
2658,1
1291,1
2899,1
2973,1
1341,0
819,1
644,3
3216,0
2316,1
2529,2
1798,2
1633,4
2665,0
776,1
2474,1
2460,1
2859,0
2643,1
2614,0
1639,2
2591,1
1260,2
2026,1
2755,1
2910,1
3252,1
3249,1
3243,1
3153,1
1543,1
3090,1
2590,1
1466,2
1281,1
1474,2
2040,1
2039,1
1435,2
2027,1
2705,1
2681,1
2753,1
3357,1
2154,1
7441,0
880,1
1848,2
3258,1
3219,0
834,1
611,8
2517,1
2505,1
2554,1
1441,2
1008,6
2843,0
2640,1
2645,1
2646,1
1469,1
5660,1
789,1
2088,0
1710,3
1769,5
3151,1
2207,2
1747,0
2882,1
2913,1
2831,1
2341,1
3110,1
3207,1
3165,1
2343,1
3160,1
2425,0
3170,1
2423,0
2452,1
2722,2
2571,0
2533,1
820,0
2704,1
2100,2
2649,1
2534,1
3058,1
1677,1
2592,1
930,2
1686,3
2612,1
2050,1
2112,2
2776,1
2719,1
2721,1
2715,1
1701,3
948,1
3204,1
833,1
3480,1
1687,1
2495,1
2478,1
1661,3
790,1
2615,1
1656,2
4311,1
731,2
2765,1
2860,1
2877,1
3005,1
2912,1
3067,1
1823,1
1183,1
978,1
1897,1
3358,1
3288,1
3276,0
2475,1
7449,1
2494,1
1253,1
2011,2
928,0
1451,2
2072,1
7414,0
7396,0
7409,0
2724,1
2728,1
2641,1
7453,0
2836,1
795,0
1312,1
1503,1
2174,2
2186,1
1486,2
1741,3
2917,1
2884,1
2875,1
2871,1
2867,1
2849,1
2230,2
811,1
3238,1
2339,1
3323,1
3376,0
3240,0
3188,1
3268,1
2420,0
836,0
838,1
3021,1
2711,1
1960,2
2543,1
2703,1
1124,3
2629,1
1467,2
1585,1
873,0
7476,1
7230,1
3237,1
3419,1
3446,1
907,0
3097,2
2542,1
2573,1
2021,0
1126,1
2075,0
1275,1
936,2
2726,1
2948,1
1479,2
2161,1
1799,1
2218,1
3162,1
3055,1
2214,0
1563,1
2359,1
1954,1
3291,1
2457,1
2458,1
1006,3
3405,1
2115,1
2110,1
2730,1
2600,1
2158,1
1329,1
1037,1
7416,5
7458,0
2982,1
3157,1
3263,1
2489,1
2689,1
2470,1
2081,1
2513,1
2516,1
1112,2
2020,1
2095,1
2063,1
3184,0
3008,1
3168,1
6166,1
3199,1
3255,0
3315,2
3311,1
1869,3
7163,1
2444,0
2608,0
2477,1
2504,1
1643,0
2691,1
2588,1
2563,0
1250,3
2587,1
2032,2
2712,1
2674,1
2085,1
1745,1
3225,1
2888,1
1345,0
2349,1
2390,2
7346,0
1384,0
1902,1
7273,1
7198,1
7385,0
3388,1
1389,1
2635,0
2597,0
2528,1
2644,1
1452,1
2073,1
1462,3
2084,1
2676,1
2757,1
2131,1
1631,1
3278,1
3266,1
1572,1
2487,2
2540,1
2067,2
1950,2
1629,4
1949,2
2655,2
2964,0
1650,1
2627,1
2089,2
1663,1
1670,1
1672,1
1681,1
2662,2
2621,1
2666,1
1698,2
2671,1
2692,1
2716,1
2735,1
1723,0
2769,1
2897,1
2940,1
2203,0
3030,1
3140,1
3209,1
3242,1
3265,1
3195,0
3272,0
3271,1
1870,1
3214,1
3397,0
3401,0
3390,0
2751,0
1976,2
1987,0
2578,1
2613,1
2697,0
2049,1
2660,0
7450,0
6157,1
3363,0
7452,1
2737,1
7344,0
2885,1
2205,1
2221,0
2222,1
7462,0
2259,1
3287,1
2319,1
2322,1
2327,0
3391,1
3449,0
3377,0
3436,0
3435,0
3432,0
7364,0
2382,1
3299,2
3327,1
3183,0
2440,1
2493,1
2536,1
2607,1
2652,1
2748,1
2788,0
2789,1
2794,0
2811,1
2900,1
2975,0
3095,0
3136,0
3138,1
3217,0
3197,1
3227,0
6336,1
3228,0
3296,0
3314,1
3394,1
5029,1
7405,0
7407,0
7430,1
5837,1
7465,0
7363,1
7376,0
7461,1
7466,1
